id;host_is_superhost;host_identity_verified;neighbourhood_cleansed;property_type;room_type;accommodates;bathrooms;bedrooms;beds;price;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable
1,04200261881092E+018;1;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;5;1.5;2;4;98;3.8;999;59;59;5;4.92;4.92;4.9;4.78;4.93;5;4.71;1
1,04248367399463E+018;0;1;la Marina del Prat Vermell;Entire rental unit;Entire home/apt;2;1;1;1;85;115.3;1125;5;5;1;3.8;3.6;3.2;4.2;4.4;3.4;3.4;0
1,04248948975348E+018;0;1;la Marina del Prat Vermell;Entire villa;Entire home/apt;10;3;5;10;184;5.7;1125;17;17;1;4.29;4.53;4.35;4.65;4.76;4;4.24;0
1,04260088309516E+018;0;1;la Maternitat i Sant Ramon;Private room in casa particular;Private room;2;3;1;1;45;1;30;95;95;6;4.63;4.65;4.34;4.81;4.87;4.61;4.52;1
1,04263933994646E+018;1;1;la Bordeta;Private room in rental unit;Private room;1;1;1;1;35;1;7;3;3;0;5;5;5;5;5;4.67;4.67;1
1,03971378113635E+018;0;1;les Corts;Entire rental unit;Entire home/apt;5;1;3;4;154;116.3;999;2;2;0;3.5;4;3;3.5;3.5;5;3;1
1,0398381467865E+018;0;1;Can Baró;Entire rental unit;Entire home/apt;4;0;0;2;41;19.7;999;16;16;0;4.19;4.25;4.19;4.5;4.31;4;3.94;1
1,03990661989427E+018;0;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;16;4;8;11;491;2;365;2;2;0;5;5;5;5;5;5;5;0
1,04017647788364E+018;0;1;Sants;Private room in condo;Private room;4;1;1;2;90;2;1125;7;7;2;4.86;5;5;4.71;4.86;5;5;1
1,04036105538888E+018;0;1;el Camp d'en Grassot i Gràcia Nova;Entire condo;Entire home/apt;2;1;1;1;108;31;62;1;1;0;5;5;5;5;5;5;5;0
1,04345957463758E+018;0;1;Sant Gervasi - Galvany;Entire rental unit;Entire home/apt;2;1;1;1;108;32;335;5;5;0;3.6;4;4.2;4.4;4;4.2;3.4;0
1,04400722549464E+018;1;1;les Corts;Private room in rental unit;Private room;2;1;1;1;35;32;365;2;2;0;5;5;5;5;5;5;5;0
1,04404722827849E+018;0;1;el Poblenou;Entire rental unit;Entire home/apt;3;1;1;2;83;2;365;30;30;0;4.7;4.8;4.53;4.9;4.9;4.83;4.5;1
1,04406626106689E+018;0;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;14;4;6;8;470;1;330;1;1;0;5;5;5;5;5;5;5;0
1,04412277447592E+018;0;0;el Poble Sec;Entire rental unit;Entire home/apt;3;1;2;3;127;3;36.6;17;17;2;4.18;4.29;4.59;4.12;4.59;4.41;4.18;0
1,04414098595663E+018;0;1;el Raval;Entire rental unit;Entire home/apt;4;1;2;3;58;31;365;3;3;0;4.67;4.67;4;5;5;4.33;4.33;0
1,04055483496106E+018;0;1;la Sagrada Família;Entire rental unit;Entire home/apt;3;1;2;2;59;47.5;365;3;3;0;4;4.33;4;4;4.33;5;3.67;0
1,04127408818546E+018;1;1;la Verneda i la Pau;Private room in rental unit;Private room;2;1;1;1;45;1;365;97;97;8;4.81;4.88;4.89;4.93;4.93;4.91;4.8;0
1,04128481457397E+018;0;1;el Camp d'en Grassot i Gràcia Nova;Entire rental unit;Entire home/apt;4;2;2;2;98;3;30;38;38;2;4.32;4.39;4.63;4.11;4.32;4.71;4.21;1
1,04131036933437E+018;0;1;el Raval;Private room in home;Private room;2;1;1;1;33;2;365;49;49;2;4.55;4.59;4.35;4.84;4.92;4.55;4.43;0
1,04132163214386E+018;0;1;el Raval;Entire rental unit;Entire home/apt;5;2;3;3;95;31;180;1;1;1;5;5;5;5;5;5;5;1
1,04139018967261E+018;0;1;el Barri Gòtic;Entire condo;Entire home/apt;4;1;2;2;137;31;180.3;9;9;0;4.44;4.22;4.89;4.56;4.67;4.78;4.22;1
1,04141755576459E+018;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;5;1;2;4;120;3;365;35;35;2;4.91;4.89;4.94;4.89;4.91;4.91;4.69;1
1,04414823207553E+018;1;1;el Raval;Private room in home;Private room;2;1;1;1;42;2;365;55;55;4;4.8;4.84;4.76;4.8;4.89;4.84;4.69;0
1,04420554894983E+018;0;1;Sants - Badal;Entire rental unit;Entire home/apt;4;2;3;3;80;29;365;1;1;0;5;4;5;5;3;4;5;0
1,04431556561378E+018;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;8;2;3;6;143;3.2;365;33;33;0;4.97;4.97;4.94;4.94;4.97;5;4.88;1
1,04464608213696E+018;0;1;la Dreta de l'Eixample;Private room in rental unit;Private room;2;1;1;1;48;32;334;1;1;0;2;3;2;5;4;5;1;1
1,04464796884076E+018;0;1;la Sagrada Família;Private room in rental unit;Private room;2;1;1;1;42;32;334;2;2;1;4.5;4.5;4.5;4;3.5;5;4.5;1
1,04925461424682E+018;0;1;Provençals del Poblenou;Entire rental unit;Entire home/apt;2;1;0;0;157;1;999;5;5;0;4.8;5;4.8;4.8;4.4;4.6;4.4;1
1,04933521839075E+018;0;1;la Dreta de l'Eixample;Private room in rental unit;Private room;2;1;1;1;35;30.9;62;35;35;2;4.57;4.63;4.57;4.86;4.77;4.91;4.57;1
1,04979621074519E+018;0;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;16;6;9;17;733;1;330;2;2;0;5;5;5;5;5;5;5;0
1,04998781164392E+018;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;3;1;1;2;67;31;330;1;1;0;5;5;5;5;4;5;4;1
1,05000562039691E+018;1;1;Sants - Badal;Private room in rental unit;Private room;2;1.5;1;2;27;1;4;20;20;3;4.45;4.55;4.55;4.75;4.85;4.8;4.55;0
1,05004642247697E+018;1;1;el Raval;Entire condo;Entire home/apt;3;1;1;1;128;31;1125;2;2;0;5;5;5;5;5;5;5;0
1,04468562054581E+018;0;0;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;6;1.5;3;4;56;3.6;82.5;13;13;2;4.31;4.62;4.69;4.15;4.62;4.46;4.23;0
1,04471568644803E+018;1;1;el Poblenou;Private room in rental unit;Private room;1;1;1;1;35;35;365;1;1;0;4;4;3;5;5;5;4;0
1,04488260909873E+018;1;1;la Sagrada Família;Entire rental unit;Entire home/apt;5;1;4;4;100;2.1;30;29;29;2;4.97;5;4.9;5;5;4.93;4.69;1
1,04494201445386E+018;1;1;el Camp d'en Grassot i Gràcia Nova;Entire rental unit;Entire home/apt;3;1;2;2;142;2;365;70;70;7;4.91;4.91;4.96;4.97;4.93;4.91;4.84;0
1,05009166976129E+018;0;1;el Poble Sec;Entire rental unit;Entire home/apt;3;1;1;1;41;1.1;1059.4;37;37;3;4.38;4.54;4.76;4.65;4.76;4.68;4.14;1
1,05038775161716E+018;0;1;el Baix Guinardó;Private room in rental unit;Private room;4;1;1;1;41;1;365;10;10;1;4.8;4.6;4.5;4.8;5;5;4.7;0
1,0505883845751E+018;0;0;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;1;1;1;50;32;365;2;2;1;4.5;5;4.5;4;4.5;5;4.5;0
1,05061547885238E+018;0;1;Sants;Private room in rental unit;Private room;1;0.5;1;1;26;28;191.6;2;2;0;3.5;3;3.5;4;3.5;3.5;3;0
1,05062801259608E+018;0;1;Sants;Private room in rental unit;Private room;1;0.5;1;1;32;28;191.6;1;1;0;5;5;5;5;5;5;5;0
1,05063733912098E+018;0;1;Sants;Private room in rental unit;Private room;2;0.5;1;1;40;28;255;1;1;0;3;4;4;4;2;4;3;0
1,05064451049898E+018;0;1;Sants;Private room in rental unit;Private room;2;0.5;1;1;29;27.9;255;1;1;0;4;5;4;5;4;5;3;0
1,05068026214942E+018;0;1;el Poble Sec;Entire rental unit;Entire home/apt;4;1;2;3;122;3;365;31;31;0;4.52;4.61;4.39;4.87;4.9;4.74;4.39;0
1,04494346652445E+018;0;0;Sants - Badal;Entire rental unit;Entire home/apt;5;1;3;3;66;2;365;14;14;2;4.36;4.5;4.57;4.71;4.79;4.14;4.07;1
1,04509347970079E+018;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;8;2;5;7;320;1;330;1;1;0;5;5;5;5;5;5;5;0
1,04540259490408E+018;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;5;2;3;4;311;2.1;180;29;29;3;4.97;4.97;5;4.9;5;4.97;4.97;0
1,04543577978994E+018;0;1;Sant Gervasi - Galvany;Entire rental unit;Entire home/apt;10;2.5;3;5;145;1.4;999;6;6;0;3.83;3.83;4;4.33;3.67;4.67;3.5;0
1,04547373715848E+018;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;3;2;2;2;111;31;330;1;1;0;5;5;5;5;5;5;5;0
1,04547994548729E+018;0;1;Diagonal Mar i el Front Marítim del Poblenou;Entire rental unit;Entire home/apt;4;1;1;2;82;3;1125;8;8;2;4.88;4.75;4.63;4.88;5;4.75;4.5;1
1,04564330811969E+018;0;1;Sant Gervasi - Galvany;Entire rental unit;Entire home/apt;8;3;5;5;207;2.9;1125;12;12;2;4.5;4.33;4.75;4.67;4.58;4.67;4.5;1
1,05074251623936E+018;1;1;el Guinardó;Private room in rental unit;Private room;1;1;2;1;25;2;60;37;37;4;4.7;4.72;4.72;4.78;4.75;4.53;4.64;0
1,05083133670872E+018;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;4;2;2;2;115;2;57.5;52;52;4;4.88;4.9;4.9;4.92;4.96;4.96;4.69;0
1,05095404559872E+018;0;1;Hostafrancs;Entire rental unit;Entire home/apt;4;1;2;3;88;4.9;365;15;15;3;4.47;4.2;4.53;4.67;4.67;4.4;4.2;1
1,05116619654377E+018;0;1;Montbau;Private room in home;Private room;2;1;1;1;70;31;365;1;1;0;4;5;5;4;5;5;4;0
1,05116843431288E+018;1;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;5;2;3;4;199;2.3;365;41;41;1;4.71;4.85;4.73;4.85;4.88;4.83;4.59;0
1,05133820714604E+018;0;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;16;8;16;28;983;1;330;1;1;0;3;3;4;3;5;5;3;0
1,0463278768599E+018;0;1;la Vila de Gràcia;Private room in rental unit;Private room;3;2;1;3;14;1.1;365;28;28;1;4.14;4.39;4.39;4.39;4.39;4.89;4.29;1
1,04632864876516E+018;0;1;la Dreta de l'Eixample;Private room in rental unit;Private room;2;2;1;2;14;1.1;365;26;26;1;4.27;4.46;4.38;4.5;4.38;4.65;4.27;1
1,04634902365112E+018;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;1;1;2;77;3.8;999;52;52;3;4.9;4.81;4.88;4.96;4.94;4.92;4.69;1
1,04657327640264E+018;0;1;la Bordeta;Private room in bed and breakfast;Private room;2;1;1;1;83;1.1;365;4;4;1;4.5;5;3.75;5;4.5;4.25;4.5;1
1,04685495262803E+018;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;1;0;0;174;2.7;999;72;72;8;4.79;4.76;4.92;4.78;4.76;4.9;4.54;1
1,04694068051099E+018;0;1;el Poble Sec;Entire rental unit;Entire home/apt;3;1;1;1;52;2;104.9;17;17;0;4.53;4.71;4.82;4.59;4.71;4.59;4.24;1
1,04697618391683E+018;1;1;Provençals del Poblenou;Entire home;Entire home/apt;3;1;2;3;78;31;1125;1;1;0;5;5;5;5;5;5;5;0
1,05137012778162E+018;1;1;Canyelles;Entire rental unit;Entire home/apt;6;2;4;5;111;3.9;1125;27;27;1;4.89;4.7;4.78;4.85;4.93;4.81;4.59;1
1,05138905503324E+018;0;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;5;1;3;3;96;1.6;365;106;106;7;4.76;4.84;4.81;4.83;4.9;4.69;4.52;0
1,05145074313662E+018;0;0;el Barri Gòtic;Entire rental unit;Entire home/apt;3;1;2;2;55;32;365;2;2;0;5;5;4.5;5;4;5;5;0
1,05153177787891E+018;0;1;el Poble Sec;Entire rental unit;Entire home/apt;4;1;2;3;52;1.1;1059.1;45;45;2;4.6;4.51;4.64;4.71;4.73;4.53;4.33;1
1,05158045176837E+018;1;1;la Dreta de l'Eixample;Private room in rental unit;Private room;2;1;1;1;54;31.5;62;34;34;3;4.76;4.76;4.76;4.91;4.94;4.97;4.59;1
1,05158394713513E+018;1;1;la Dreta de l'Eixample;Private room in rental unit;Private room;2;1;1;1;54;30.6;62;41;41;2;4.78;4.73;4.63;4.88;4.93;5;4.59;1
1,04701862375751E+018;0;1;les Corts;Entire rental unit;Entire home/apt;4;1;3;4;92;13.6;681;3;3;0;5;5;5;5;5;5;5;0
1,04702748205155E+018;0;1;el Barri Gòtic;Private room in rental unit;Private room;1;1;1;1;43;1;365;2;2;0;4;4.5;4.5;4;5;3.5;3;0
1,04720954587662E+018;0;1;la Nova Esquerra de l'Eixample;Entire rental unit;Entire home/apt;7;2;4;5;244;1;330;2;2;0;4.5;4;4;4;5;3.5;4;0
1,04757207409432E+018;0;1;el Raval;Entire rental unit;Entire home/apt;3;2;3;3;115;31;1125;4;4;0;5;4.75;4.75;5;5;4.75;5;1
1,05198225482431E+018;1;1;Can Baró;Entire rental unit;Entire home/apt;5;1;3;4;120;31;330;4;4;1;5;5;5;5;5;4.5;4.75;0
1,05205923772738E+018;0;1;l'Antiga Esquerra de l'Eixample;Entire condo;Entire home/apt;3;1;1;2;105;4.9;365;18;18;2;4.67;4.56;4.5;4.89;4.56;4.72;4.11;1
1,0522344716805E+018;1;1;el Besòs i el Maresme;Entire condo;Entire home/apt;4;1;2;4;64;3;365;46;46;3;4.63;4.54;4.59;4.72;4.91;3.96;4.35;0
1,05224026372635E+018;0;1;el Poble Sec;Entire rental unit;Entire home/apt;4;1;0;2;46;2;62.5;33;33;4;4.55;4.36;4.64;4.76;4.79;4.52;4.27;1
1,05234353425208E+018;0;1;Sant Antoni;Entire rental unit;Entire home/apt;10;2;6;8;410;1;330;5;5;0;4.8;5;5;5;4.8;4.6;4.4;0
1,05253904372734E+018;1;1;Sant Antoni;Entire rental unit;Entire home/apt;4;1;2;3;100;33;220;5;5;0;5;5;4.8;5;4.8;5;4.6;0
1,04783993006579E+018;0;1;el Raval;Private room in rental unit;Private room;1;1;1;1;30;31;365;1;1;0;5;3;5;5;5;5;4;0
1,04788559894914E+018;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;2;1;1;1;93;2;361.7;21;21;0;4.52;4.52;4.48;4.71;4.86;4.81;4.33;0
1,04826046388784E+018;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;1;2;3;102;2.8;365;12;12;0;4.5;4.83;4.92;4.08;4.25;4.92;4.42;1
1,04826560471755E+018;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;1;2;3;99;2.8;365;48;48;3;4.85;4.98;5;4.9;4.79;4.98;4.79;1
1,04835172119015E+018;1;1;les Corts;Private room in rental unit;Private room;2;1;1;1;35;32;365;3;3;0;5;5;5;5;5;5;5;0
1,04852910124017E+018;0;1;el Raval;Private room in rental unit;Private room;4;1.5;2;2;70;1;365;7;7;1;3.86;4.43;3.14;4.57;4.71;4;3.86;0
1,05276197019105E+018;0;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;2;1;0;1;89;1.6;365;11;11;0;4.73;5;4.91;5;5;5;4.73;0
1,05282651611655E+018;0;1;el Fort Pienc;Entire rental unit;Entire home/apt;3;1;2;2;85;31;365;1;1;1;5;5;5;5;5;4;5;0
1,05286819976151E+018;0;1;Sant Antoni;Entire rental unit;Entire home/apt;5;1;3;4;205;1;330;2;2;0;5;5;5;5;5;5;5;0
1,05289554369836E+018;0;1;el Poble Sec;Entire rental unit;Entire home/apt;5;1;2;4;100;3.3;365;23;23;1;4.48;4.61;4.43;4.74;4.78;4.39;4.17;1
1,0529290249033E+018;0;0;el Raval;Private room in rental unit;Private room;3;1.5;1;2;74;4;365;40;40;0;4.65;4.55;4.35;4.8;4.78;4.75;4.25;0
1,05334637639272E+018;0;1;Sants - Badal;Entire rental unit;Entire home/apt;8;2;4;4;100;31;365;1;1;0;5;5;5;5;5;5;5;0
1,05370031311801E+018;0;1;el Barri Gòtic;Private room in rental unit;Private room;2;1;1;1;20;3;90;2;2;2;3.5;3.5;3.5;3.5;4;3.5;4;0
1,0541571070092E+018;1;1;la Barceloneta;Entire rental unit;Entire home/apt;3;1;2;2;53;32;1125;5;5;0;5;5;4.8;4.8;5;5;4.4;1
1,05417625788989E+018;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;1;1;1;85;1.4;175;7;7;1;3.57;3.71;4;3.14;3.29;3.86;3.29;1
1,048533346576E+018;0;1;el Raval;Private room in rental unit;Private room;3;1.5;1;2;55;1;365;19;19;0;4.05;4.32;3.74;4.21;4.37;4.32;4.11;0
1,04910078101564E+018;0;1;Sants - Badal;Entire rental unit;Entire home/apt;4;2;2;3;68;32;77;4;4;0;4.75;5;4.75;4.75;4.75;4.75;4.25;0
1,04916266625991E+018;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;3;1;1;2;93;1.5;732.9;15;15;0;4.53;4.73;4.73;4.8;4.67;4.6;4.6;1
1,04917469667482E+018;0;1;el Fort Pienc;Entire rental unit;Entire home/apt;3;1;1;2;93;1.5;744.5;16;16;0;4.13;4.31;4.13;4.44;4.5;4.69;3.81;1
1,05704183349354E+018;0;1;la Vila Olímpica del Poblenou;Entire rental unit;Entire home/apt;8;3;3;5;125;4;1125;38;38;3;4.55;4.68;4.5;4.47;4.42;4.84;4.53;1
1,05430245150493E+018;1;1;Sant Gervasi - la Bonanova;Entire rental unit;Entire home/apt;2;1;1;1;50;31;1125;3;3;1;5;4.67;5;5;5;5;5;1
1,05508346274018E+018;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;2;2;2;167;4.8;365;11;11;0;5;4.91;4.91;4.91;5;5;4.82;0
1,05559394401211E+018;0;1;Navas;Private room in home;Private room;1;1;1;1;27;31;90;3;3;0;4.67;5;4.67;5;4.67;5;4.67;0
1,05709134706249E+018;0;0;la Barceloneta;Entire rental unit;Entire home/apt;4;2;2;3;145;32;365;1;1;1;5;5;5;5;5;5;5;0
1,0571608534453E+018;0;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;10;4;4;5;134;3.7;31;32;32;1;4;4.03;4;4.47;4.59;4.63;3.91;1
1,05730683796271E+018;0;1;el Poble Sec;Private room in rental unit;Private room;1;1;1;1;25;31;365;1;1;0;5;5;5;5;5;5;5;0
1,05634954763937E+018;0;1;el Guinardó;Entire rental unit;Entire home/apt;3;1;2;2;50;32;1125;4;4;1;4.75;4.25;4.25;4.75;4.75;4.5;3.75;1
1,0565495712109E+018;0;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;2;1;0;1;85;1.6;365;27;27;3;4.74;4.7;5;4.85;4.89;4.81;4.52;0
1,05656511113065E+018;1;1;les Corts;Private room in rental unit;Private room;2;1;1;1;35;31.4;365;1;1;1;5;5;5;5;5;5;5;0
1,05777705686742E+018;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;2;1;1;1;54;31;335;2;2;0;5;5;5;5;5;5;5;0
1,05781509487729E+018;1;1;Sants - Badal;Entire rental unit;Entire home/apt;6;1;3;3;52;4;315;23;23;2;4.83;4.74;4.65;4.78;4.83;4.65;4.43;1
1,05787236507449E+018;0;1;Hostafrancs;Private room in rental unit;Private room;1;1.5;1;1;47;2;1125;36;36;1;4.64;4.69;4.78;4.75;4.69;4.69;4.56;0
1,05802568784075E+018;0;1;l'Antiga Esquerra de l'Eixample;Private room in rental unit;Private room;1;1;1;1;25;33;360;2;2;1;5;5;4.5;5;5;5;5;0
1,05695600089282E+018;0;1;el Besòs i el Maresme;Private room in casa particular;Private room;1;1;1;1;37;2;365;37;37;2;4.54;4.57;4.51;4.76;4.73;4.35;4.49;1
1,06244266152552E+018;0;1;el Poble Sec;Entire rental unit;Entire home/apt;6;1;3;3;93;4;365;29;29;0;4.72;4.72;4.79;5;4.86;4.66;4.38;0
1,06282302268523E+018;1;1;Provençals del Poblenou;Entire rental unit;Entire home/apt;2;1;1;1;96;30;339.6;3;3;0;4.67;4.67;4.67;5;5;4.33;4.67;0
1,0635209570376E+018;1;1;el Raval;Entire rental unit;Entire home/apt;2;1;1;1;70;31;250;4;4;0;5;5;5;5;5;5;5;0
1,05932583050068E+018;0;1;Sant Pere, Santa Caterina i la Ribera;Private room in rental unit;Private room;2;1;1;1;75;1;32;9;9;0;4.56;4.56;4.67;4.89;4.56;4.89;4.56;0
1,05951104818749E+018;1;1;Sant Antoni;Private room in rental unit;Private room;1;1.5;1;1;40;1;365;58;58;6;4.84;4.79;4.79;4.91;4.9;4.74;4.72;0
1,06018543409893E+018;0;1;Hostafrancs;Entire rental unit;Entire home/apt;4;2;2;2;66;32;333;2;2;0;4.5;4.5;4;5;5;5;4;0
1,06019916904532E+018;1;1;Verdun;Private room in rental unit;Private room;2;1;1;0;47;1;31;13;13;1;4.77;4.92;4.85;5;4.92;4.46;4.54;0
1,0638361302676E+018;0;1;l'Antiga Esquerra de l'Eixample;Private room in rental unit;Private room;2;1;1;1;31;2;1125;33;33;0;4.21;4.21;4.27;4.64;4.73;4.88;4.06;0
1,06425885228404E+018;1;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;4;2;2;3;257;2.5;999;3;3;0;5;5;5;5;5;5;5;1
1,06428061976758E+018;0;1;el Fort Pienc;Entire rental unit;Entire home/apt;8;2;4;7;129;32;365;1;1;0;5;5;5;5;5;5;5;0
1,06428306591403E+018;0;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;3;1;2;1;71;31;1125;3;3;0;5;5;5;5;5;5;4.67;0
1,06428975127979E+018;1;1;el Poblenou;Entire rental unit;Entire home/apt;4;1;2;2;170;32;1125;4;4;0;5;5;5;5;5;5;4.75;0
1,06430007595335E+018;0;1;Sant Antoni;Entire rental unit;Entire home/apt;4;2;2;3;125;2.9;630.7;4;4;4;5;5;5;5;5;5;5;0
1,06024374053867E+018;0;1;Sant Gervasi - Galvany;Private room in rental unit;Private room;1;1;1;1;28;33;360;1;1;0;5;5;5;3;5;5;5;0
1,0602691324634E+018;0;1;Sant Gervasi - Galvany;Private room in rental unit;Private room;2;1;1;1;51;3;365;2;2;0;5;5;5;5;5;5;4.5;0
1,06027501815307E+018;0;1;el Poble Sec;Entire rental unit;Entire home/apt;3;1;2;2;46;2;56.9;36;36;1;4.69;4.69;4.75;4.97;4.81;4.64;4.33;1
1,0604226578716E+018;0;1;Sant Antoni;Entire condo;Entire home/apt;7;1;3;4;75;4.9;365;28;28;3;4.54;4.46;4.54;4.5;4.86;5;4.36;0
1,06045565744514E+018;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;7;2;3;5;105;4.9;365;29;29;3;4.66;4.66;4.76;4.24;4.83;4.86;4.55;1
1,06050883555443E+018;0;1;el Raval;Entire rental unit;Entire home/apt;3;1;1;1;63;30.6;365;47;47;1;4.47;4.57;4.7;4.66;4.6;4.32;4.32;1
1,06061611949613E+018;1;1;la Vila de Gràcia;Entire rental unit;Entire home/apt;4;1;2;2;58;3.8;999;47;47;3;4.64;4.64;4.77;4.91;4.94;4.77;4.51;1
1,06449668335258E+018;0;1;l'Antiga Esquerra de l'Eixample;Private room in rental unit;Private room;2;1;1;1;38;2;1125;25;25;1;4.24;4.24;4.32;3.96;4.64;4.8;4.24;0
1,064545947106E+018;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;5;1;4;4;74;31;1125;2;2;0;4.5;4.5;4;5;5;5;5;1
1,06458261280601E+018;0;1;el Raval;Private room in rental unit;Private room;1;3;1;1;33;31.1;365;42;42;0;4.57;4.74;4.79;4.74;4.69;4.31;4.38;1
1,06458618489439E+018;0;1;el Raval;Private room in rental unit;Private room;3;1;1;2;53;31.1;365;35;35;2;4.43;4.6;4.69;4.49;4.6;4.14;4.37;1
1,0645881993036E+018;0;1;el Raval;Private room in rental unit;Private room;1;3;1;1;28;31.1;365;52;52;4;4.62;4.69;4.77;4.71;4.83;4.21;4.46;1
1,06063916255996E+018;0;1;el Raval;Private room in rental unit;Private room;1;1;1;1;42;1;365;4;4;0;4.75;5;4;5;5;4.75;4.75;0
1,06074503943807E+018;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;6;1;1;4;55;31;180;1;1;0;5;5;5;5;5;5;5;0
1,06082161246672E+018;1;1;el Raval;Private room in rental unit;Private room;2;1;0;1;33;2;365;43;43;2;4.77;4.79;4.7;4.84;4.88;4.72;4.74;0
1,06459819029966E+018;0;1;el Raval;Private room in rental unit;Private room;1;3;1;1;25;31.1;365;49;49;5;4.55;4.69;4.67;4.49;4.8;4.08;4.59;1
1,06460011589361E+018;0;1;el Raval;Private room in rental unit;Private room;1;3;1;1;26;31.1;365;49;49;3;4.49;4.61;4.67;4.65;4.61;4.27;4.41;1
1,06488347731821E+018;0;1;el Raval;Entire rental unit;Entire home/apt;2;1;1;2;50;32;364;1;1;0;5;5;4;5;5;4;5;0
1,06501215530226E+018;0;1;el Camp de l'Arpa del Clot;Entire rental unit;Entire home/apt;6;1;2;4;98;3;30;30;30;1;4.37;4.53;4.6;4.13;4.47;4.7;4.17;1
1,06098725493834E+018;0;1;la Font de la Guatlla;Private room in rental unit;Private room;1;1;1;1;22;60.5;300;2;2;1;5;4.5;5;5;5;5;4.5;0
1,06116924016846E+018;0;1;el Barri Gòtic;Entire rental unit;Entire home/apt;2;1;1;2;80;4.9;365;14;14;0;3.79;4.14;4.21;4.43;4.14;4.86;3.57;1
1,06136203309524E+018;0;1;el Barri Gòtic;Entire rental unit;Entire home/apt;2;1;1;1;45;32;365;4;4;0;5;4.75;5;5;4.75;5;4.75;0
1,06137608429248E+018;0;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;1;1;1;45;32;365;2;2;0;4.5;4.5;4.5;5;5;5;3.5;0
1,06139831828163E+018;1;1;el Barri Gòtic;Entire rental unit;Entire home/apt;2;2;1;1;45;32;365;3;3;0;4.67;4.67;4.33;5;5;4.33;4.33;0
1,06534840818727E+018;1;1;la Maternitat i Sant Ramon;Entire rental unit;Entire home/apt;4;1;1;2;78;31;1125;11;11;1;5;5;5;5;5;4.82;4.91;0
1,06555665500796E+018;0;1;el Camp d'en Grassot i Gràcia Nova;Private room in rental unit;Private room;1;2;1;1;29;33;360;1;1;0;3;2;3;2;3;4;3;0
1,0657515738684E+018;0;1;la Dreta de l'Eixample;Entire rental unit;Entire home/apt;9;2;4;7;259;2.3;15;1;1;0;5;5;5;5;5;5;5;1
1,0657793234743E+018;0;1;la Vila de Gràcia;Private room in guesthouse;Private room;1;0.5;1;1;61;31;1125;1;1;0;5;5;5;5;5;5;5;0
1,06142017260513E+018;1;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;1;1;1;40;32;365;2;2;0;4.5;4.5;5;5;3.5;5;4.5;0
1,06144471872217E+018;1;1;Sant Pere, Santa Caterina i la Ribera;Entire rental unit;Entire home/apt;2;1;1;1;45;32;365;1;1;0;5;5;5;5;5;5;4;0
1,06148967859677E+018;1;1;l'Antiga Esquerra de l'Eixample;Entire rental unit;Entire home/apt;4;1;1;2;176;4.8;365;21;21;2;5;5;4.95;5;5;5;4.81;0
